ROWID,HCS_POS_POSITION,HCS_POS_GRADE_SUB,POS_CAT_DESCR,POS_CAT,LOCATION,DESCR,DEPTID,Department, PAYGROUP ,POSITION_NBR, BUILDING ,HIRE_DT,TERMINATION_DT,YOS,BIRTHDATE,AGE,HCS_POS_TYPE,REASON_LEAVE,ACTION_REASON,GRADE,STEP,ANNUAL_RT,DAILY_RT,EMPL_STATUS
11937,ADMASST,N/A,Non-Teaching Prof,7,100,District Office,9100,Student Services,246,1559,80,10/25/2004,4/25/2024,20,8/12/1958,66,1,Active,1,112,30,73390.741,298.3363455,1
11938,ADMASST,N/A,Non-Teaching Prof,7,100,District Office,9100,Student Services,246,1559,80,8/27/1979,6/30/2017,38,6/28/1960,64,1,Retire,3,24,28,63861.527,259.5997033,0
11939,CHIEF,STUDENTSER,District Admins,6,100,District Office,9100,Student Services,246,1105,80,8/24/1982,4/25/2024,42,1/5/1959,65,1,Active,1,312,19,178222.08,724.48,1
11940,COORD,CLINICSERV,Non-Teaching Prof,7,100,District Office,9100,Student Services,210,4284,80,8/20/2004,6/17/2021,17,10/25/1960,64,1,Moving,12,33,24,75093.808,357.5895619,0
11941,COORD,CLINICSERV,Non-Teaching Prof,7,100,District Office,9100,Student Services,210,4284,80,8/18/2003,4/25/2024,21,5/31/1975,49,1,Active,1,210,21,85629.6,407.76,1
11942,COORD,CLINICSERV,Non-Teaching Prof,7,100,District Office,9100,Student Services,210,4284,80,4/11/2008,4/25/2024,16,6/17/1984,40,1,Active,1,210,15,76137.6,362.56,1
11943,DIRECT,CLINICSERV,District Admins,6,100,District Office,9100,Student Services,246,52,80,11/22/2004,3/4/2011,7,1/17/1948,76,1,Another Position in Education ,6,37,28,104372.88,424.28,0
11944,DIRECT,GUIDANCE,District Admins,6,100,District Office,9100,Student Services,246,4513,80,8/18/2006,4/25/2024,18,9/27/1976,48,1,Active,1,306,11,113533.92,461.52,1
11945,PRINSPEC,IV,Non-Teaching Prof,7,100,District Office,9100,Student Services,246,5939,80,8/18/2004,4/25/2024,20,7/27/1978,46,1,Active,1,308,22,155609.76,632.56,1
11946,AIDE,ESL,Support Staff,8,73,Myrtle Beach Primary,9082,Student Services - Elem,185,2819,30,12/30/2005,7/31/2015,10,5/9/1963,61,0,Family Reasons ,7,18,13,20020.7,108.22,0
11947,AIDE,ESL,Support Staff,8,16,Myrtle Beach Middle,9082,Student Services - Elem,185,2819,20,9/18/2015,7/24/2019,4,12/28/1970,54,0,Leaving Profession,5,18,14,20370.35,110.11,0
11948,AIDE,ESL,Support Staff,8,53,Myrtle Beach Intermediate,9082,Student Services - Elem,185,2819,30,8/8/2016,6/30/2018,2,6/27/1970,54,0,Unknown,4,18,10,19062.4,103.04,0
11949,DIRECT,ATHLETICS,Non-Teaching Prof,7,102,Instr Supp Multi-School,9084,Student Services - High,246,1155,70,6/15/2007,4/25/2024,17,8/2/1983,41,1,Active,1,306,9,109105.92,443.52,1
11950,PROGSPEC,ATRISKSTUD,Non-Teaching Prof,7,102,Instr Supp Multi-School,9080,Student Services - Multi,210,1093,70,10/1/2018,4/25/2024,6,3/19/1971,53,1,Active,1,204,22,66477.6,316.56,1
11951,TEACHER,ESL,Teachers,1,74,Myrtle Beach Elementary,9080,Student Services - Multi,190,1077,30,9/8/1982,10/31/2014,32,11/9/1941,83,1,Retire,3,32,27,35446.892,186.5625895,0
11952,TEACHER,ESL,Teachers,1,21,Daisy Elementary,9080,Student Services - Multi,190,1077,30,11/18/2003,4/25/2024,21,9/24/1970,54,1,Active,1,29,27,77140,406,1
11953,TEACHER,ESL,Teachers,1,102,Instr Supp Multi-School,9080,Student Services - Multi,190,1077,70,8/9/2001,6/29/2012,11,3/30/1951,73,1,Unknown,4,31,28,68025.018,358.0264105,0
11954,TEACHER,ESL,Teachers,1,25,Homewood Elementary,9080,Student Services - Multi,190,1077,30,8/1/2002,4/25/2024,22,12/13/1970,54,1,Active,1,31,16,67989.6,357.84,1
11955,TEACHER,ESL,Teachers,1,8,Loris High,9080,Student Services - Multi,190,1077,10,8/23/1989,6/30/2014,25,4/27/1949,75,1,Retire,3,31,24,65383.081,344.1214789,0
11956,TEACHER,ESL,Teachers,1,13,Whittemore Park Middle,9080,Student Services - Multi,190,1077,20,2/26/1993,4/25/2024,31,9/21/1964,60,1,Active,1,28,19,64417.6,339.04,1
11957,TEACHER,ESL,Teachers,1,63,Burgess Elementary,9080,Student Services - Multi,190,1077,30,8/20/2004,4/25/2024,20,11/5/1969,55,1,Active,1,31,13,64448,339.2,1
11958,TEACHER,ESL,Teachers,1,61,Ocean Bay Middle,9080,Student Services - Multi,190,1077,20,8/20/2004,6/5/2023,19,4/9/1955,69,1,Retire,3,31,31,86746.4,456.56,0
11959,TEACHER,ESL,Teachers,1,102,Instr Supp Multi-School,9080,Student Services - Multi,190,1077,70,8/16/1999,2/15/2011,12,4/7/1961,63,1,Moving,12,32,11,49147.3,258.67,0
11960,TEACHER,ESL,Teachers,1,46,Forestbrook Elementary,9080,Student Services - Multi,190,4558,30,11/29/2004,6/30/2013,9,8/19/1950,74,1,Retire,3,31,27,69385.439,365.1865211,0
11961,TEACHER,ESL,Teachers,1,53,Myrtle Beach Intermediate,9080,Student Services - Multi,190,1077,30,8/17/1998,6/30/2018,20,3/17/1952,72,1,Retire,3,32,28,73757.894,388.1994421,0
11962,TEACHER,ESL,Teachers,1,65,River Oaks Elementary,9080,Student Services - Multi,190,1077,30,8/16/1999,4/25/2024,25,9/6/1973,51,1,Active,1,31,28,84481.6,444.64,1
11963,TEACHER,ESL,Teachers,1,10,Myrtle Beach High,9080,Student Services - Multi,190,1077,10,8/20/2004,4/25/2024,20,12/6/1974,50,1,Active,1,31,23,77124.8,405.92,1
11964,TEACHER,ESL,Teachers,1,65,River Oaks Elementary,9080,Student Services - Multi,190,1077,30,8/16/1999,4/25/2024,25,9/4/1974,50,1,Active,1,29,25,74388.8,391.52,1
11965,TEACHER,ESL,Teachers,1,51,Forestbrook Middle,9080,Student Services - Multi,190,1077,20,8/20/1991,6/6/2022,31,11/26/1965,59,1,Retire,3,32,30,86974.4,457.76,0
11966,TEACHER,ESL,Teachers,1,74,Myrtle Beach Elementary,9080,Student Services - Multi,190,1077,30,8/20/2004,6/30/2021,17,2/11/1960,64,1,Retire,3,29,14,52221.056,274.8476632,0
11967,TEACHER,ESL,Teachers,1,27,Loris Middle,9080,Student Services - Multi,190,1077,20,8/20/1984,6/30/2017,33,8/20/1952,72,1,Retire,3,31,28,70773.147,372.4902474,0
11968,TEACHER,ESL,Teachers,1,65,River Oaks Elementary,9080,Student Services - Multi,190,1077,30,8/16/1999,6/30/2021,22,11/6/1959,65,1,Retire,3,31,24,70051.176,368.6904,0
11969,TEACHER,ESL,Teachers,1,64,Early College High School,9080,Student Services - Multi,190,1077,10,8/1/2003,8/6/2020,17,6/28/1951,73,1,Retire,3,31,27,37170.033,195.6317526,0
11970,TEACHER,ESL,Teachers,1,54,Socastee Elementary,9080,Student Services - Multi,190,1077,30,8/19/1997,4/30/2021,24,4/6/1972,52,1,Retire,3,32,23,70170.922,369.3206421,0
11971,TEACHER,ESL,Teachers,1,42,Waccamaw Elementary,9080,Student Services - Multi,190,1077,30,8/18/2003,4/25/2024,21,4/7/1968,56,1,Active,1,31,23,77124.8,405.92,1
11972,TEACHER,ESL,Teachers,1,52,Carolina Forest High,9080,Student Services - Multi,190,1077,10,8/22/2005,8/15/2013,8,2/8/1957,67,1,Leaving Profession,5,28,24,56786.695,298.8773421,0
11973,TEACHER,ESL,Teachers,1,50,Seaside Elementary,9080,Student Services - Multi,190,1077,30,8/22/2005,4/25/2024,19,2/14/1971,53,1,Active,1,31,26,81456.8,428.72,1
11974,TEACHER,ESL,Teachers,1,63,Burgess Elementary,9080,Student Services - Multi,190,1077,30,8/18/2006,4/25/2024,18,8/7/1979,45,1,Active,1,31,15,66788.8,351.52,1
11975,TEACHER,ESL,Teachers,1,29,Lakewood Elementary,9080,Student Services - Multi,190,1077,30,4/16/2007,1/9/2019,12,9/5/1979,45,1,Family Reasons ,7,31,7,48103.574,253.1767053,0
11976,TEACHER,ESL,Teachers,1,66,Ocean Drive Elementary,9080,Student Services - Multi,190,1077,30,7/1/2009,4/25/2024,15,10/20/1970,54,1,Active,1,31,18,70467.2,370.88,1
11977,TEACHER,ESL,Teachers,1,58,St. James High,9080,Student Services - Multi,190,1077,10,11/26/2007,6/30/2016,9,11/25/1967,57,1,Moving,12,31,21,61610.377,324.2651421,0
11978,TEACHER,ESL,Teachers,1,11,Socastee High,9080,Student Services - Multi,190,1077,10,8/25/2008,7/29/2019,11,1/21/1968,56,1,Moving,12,31,16,57487.484,302.5657053,0
11979,TEACHER,ESL,Teachers,1,47,St. James Middle,9080,Student Services - Multi,190,1077,20,12/1/2008,4/25/2024,16,6/19/1958,66,1,Active,1,31,10,61104,321.6,1
11980,TEACHER,ESL,Teachers,1,56,Palmetto Bays Elementary,9080,Student Services - Multi,190,1077,30,5/1/2009,6/30/2014,5,7/5/1985,39,1,Family Reasons ,7,28,4,38215.422,201.1338,0
11981,TEACHER,ESL,Teachers,1,39,Pee Dee Elementary,9080,Student Services - Multi,190,1077,30,8/14/2012,4/25/2024,12,6/19/1987,37,1,Active,1,31,13,64448,339.2,1
11982,TEACHER,ESL,Teachers,1,42,Waccamaw Elementary,9080,Student Services - Multi,190,1077,30,4/30/2013,9/8/2020,7,11/6/1989,35,1,Dismissal,11,28,5,41765.271,219.8172158,0
11983,TEACHER,ESL,Teachers,1,11,Socastee High,9080,Student Services - Multi,190,1077,10,8/13/2013,8/19/2015,2,9/3/1988,36,1,Unknown,4,31,1,41463.898,218.2310421,0
11984,TEACHER,ESL,Teachers,1,54,Socastee Elementary,9080,Student Services - Multi,190,1077,30,9/9/2013,12/31/2018,5,10/20/1954,70,1,Retire,3,31,28,72188.611,379.9400579,0
11985,TEACHER,ESL,Teachers,1,74,Myrtle Beach Elementary,9080,Student Services - Multi,190,1077,30,9/9/2013,6/30/2018,5,5/12/1974,50,1,Moving,12,31,17,58056.4,305.56,0
11986,TEACHER,ESL,Teachers,1,73,Myrtle Beach Primary,9080,Student Services - Multi,190,1077,30,11/8/2013,4/25/2024,11,1/15/1992,32,1,Active,1,31,7,57957.6,305.04,1
11987,TEACHER,ESL,Teachers,1,21,Daisy Elementary,9080,Student Services - Multi,190,1077,30,10/13/2014,8/7/2016,2,3/14/1977,47,1,Another Position in Education ,6,31,16,56918.3,299.57,0
11988,TEACHER,ESL,Teachers,1,10,Myrtle Beach High,9080,Student Services - Multi,190,1077,10,8/6/2015,6/30/2019,4,5/23/1981,43,1,Moving,12,31,7,48103.574,253.1767053,0
11989,TEACHER,ESL,Teachers,1,10,Myrtle Beach High,9080,Student Services - Multi,190,1077,10,8/6/2015,6/30/2016,1,1/16/1985,39,1,Leaving Profession,5,31,2,42293.169,222.5956263,0
11990,TEACHER,ESL,Teachers,1,70,Ten Oaks Middle,9080,Student Services - Multi,190,1077,20,8/10/2015,4/25/2024,9,3/25/1957,67,1,Active,1,31,15,66788.8,351.52,1
11991,TEACHER,ESL,Teachers,1,16,Myrtle Beach Middle,9080,Student Services - Multi,190,1077,20,12/1/2015,1/27/2019,4,8/9/1993,31,1,Moving,12,28,2,37840.762,199.1619053,0
11992,TEACHER,ESL,Teachers,1,51,Forestbrook Middle,9080,Student Services - Multi,190,1077,20,12/8/2015,4/25/2024,9,11/24/1984,40,1,Active,1,31,11,62198.4,327.36,1
11993,TEACHER,ESL,Teachers,1,46,Forestbrook Elementary,9080,Student Services - Multi,190,1077,30,1/4/2016,4/25/2024,8,6/20/1975,49,1,Active,1,32,18,75103.2,395.28,1
11994,TEACHER,ESL,Teachers,1,2,North Myrtle Beach High,9080,Student Services - Multi,190,1077,10,1/13/2016,9/22/2016,0,11/18/1975,49,1,Health Issues ,10,32,9,50631.2,266.48,0
11995,TEACHER,ESL,Teachers,1,8,Loris High,9080,Student Services - Multi,190,1077,10,6/27/2016,6/30/2022,6,8/7/1982,42,1,Another Position in Education ,6,31,12,56787.2,298.88,0
11996,TEACHER,ESL,Teachers,1,56,Palmetto Bays Elementary,9080,Student Services - Multi,190,1077,30,8/8/2016,4/25/2024,8,6/10/1984,40,1,Active,1,32,17,73750.4,388.16,1
11997,TEACHER,ESL,Teachers,1,46,Forestbrook Elementary,9080,Student Services - Multi,190,1077,30,8/8/2016,1/1/2024,8,6/21/1992,32,1,Moving,12,31,8,58991.2,310.48,0
11998,TEACHER,ESL,Teachers,1,62,Black Water Middle,9080,Student Services - Multi,190,1077,20,8/8/2016,4/25/2024,8,8/3/1979,45,1,Active,1,31,9,60040,316,1
11999,TEACHER,ESL,Teachers,1,68,Riverside Elementary,9080,Student Services - Multi,190,1077,30,8/8/2016,4/25/2024,8,10/11/1985,39,1,Active,1,29,9,55966.4,294.56,1
12000,TEACHER,ESL,Teachers,1,68,Riverside Elementary,9080,Student Services - Multi,190,1077,30,8/25/2016,6/30/2018,2,7/10/1963,61,1,Moving,12,28,6,40555.5,213.45,0
12001,TEACHER,ESL,Teachers,1,2,North Myrtle Beach High,9080,Student Services - Multi,190,1077,10,1/16/2017,6/30/2018,1,10/21/1988,36,1,Unknown,4,29,5,41600.5,218.95,0
12002,TEACHER,ESL,Teachers,1,62,Black Water Middle,9080,Student Services - Multi,190,1077,20,2/10/2017,6/30/2018,1,8/30/1976,48,1,Leaving Profession,5,32,12,53730.1,282.79,0
12003,ADMASST,N/A,Non-Teaching Prof,7,100,District Office,3100,Support Services,246,1540,80,12/2/2013,4/25/2024,11,7/29/1967,57,1,Active,1,112,30,72816,296,1
12004,CHIEF,SUPPSERV,District Admins,6,100,District Office,3100,Support Services,246,5006,80,7/1/2007,4/25/2024,17,7/3/1971,53,1,Active,1,312,19,178222.08,724.48,1
12005,COORD,STUDAFF,Non-Teaching Prof,7,100,District Office,3100,Support Services,246,4505,80,6/18/2012,4/25/2024,12,7/27/1960,64,1,Active,1,210,30,119733.12,486.72,1
12006,CUST,I,Custodians,4,100,District Office,3100,Support Services,240,1514,80,10/5/2006,6/2/2008,2,3/10/1980,44,0,Dismissal,11,15,1,21343.02,88.92925,0
12007,PROGSPEC,CVYP,Non-Teaching Prof,7,100,District Office,3100,Support Services,246,3161,80,11/22/2005,9/4/2008,3,8/16/1974,50,1,Another Position in Education ,6,204,8,56475.45,229.575,0
12008,PROGSPEC,SECURITY,Non-Teaching Prof,7,100,District Office,3100,Support Services,246,5943,80,3/5/2019,4/25/2024,5,4/29/1977,47,1,Active,1,204,29,89366.88,363.28,1
12009,PROGSPEC,SECURITY,Non-Teaching Prof,7,100,District Office,3100,Support Services,246,5943,80,10/19/2020,4/25/2024,4,3/21/1970,54,1,Active,1,204,26,84210.72,342.32,1
12010,PROGSPEC,SECURITY,Non-Teaching Prof,7,100,District Office,3100,Support Services,246,5943,80,10/19/2020,10/19/2020,0,12/11/1970,54,1,Declined Position ,9,204,22,76689.433,311.7456626,0
12011,PROGSPEC,SECURITY,Non-Teaching Prof,7,100,District Office,3100,Support Services,246,5943,80,11/9/2020,11/9/2020,0,9/28/1961,63,1,Declined Position ,9,204,27,84636.07,344.049065,0
12012,CAFETERIA,OPERATOR,Food Service,5,100,District Office,3080,Support Services - Multischool,185,6257,80,6/30/2015,1/18/2024,9,6/4/1982,42,0,Family Reasons ,7,101,4,20357.4,110.04,0
12013,CAFETERIA,OPERATOR,Food Service,5,100,District Office,3080,Support Services - Multischool,185,6257,80,1/20/2016,4/25/2024,8,7/21/1970,54,0,Active,1,101,12,23154.6,125.16,1
12014,CAFETERIA,OPERATOR,Food Service,5,100,District Office,3080,Support Services - Multischool,183,6257,80,9/16/2019,8/30/2022,3,3/24/1972,52,0,Unknown,4,101,6,18894.75,103.25,0
12015,CAFETERIA,OPERATOR,Food Service,5,100,District Office,3080,Support Services - Multischool,185,6257,80,10/11/2021,4/25/2024,3,9/27/1965,59,0,Active,1,101,17,25135.95,135.87,1
12016,CAFETERIA,OPERATOR,Food Service,5,100,District Office,3080,Support Services - Multischool,183,6257,80,11/8/2021,9/23/2022,1,6/14/1967,57,0,Leaving Profession,5,101,3,17934,98,0
12017,CAFETERIA,OPERATOR,Food Service,5,100,District Office,3080,Support Services - Multischool,185,6257,80,9/16/2022,12/15/2023,1,1/2/1959,65,0,Leaving Profession,5,101,20,26418,142.8,0
12018,CAFETERIA,OPERATOR,Food Service,5,100,District Office,3080,Support Services - Multischool,185,6257,80,3/27/2023,3/18/2024,1,6/12/2001,23,0,Unknown,4,101,2,19722.85,106.61,0
12019,TBD,CLASS,Support Staff,8,198,Acad Tech and Academics,4651,TBD  HR Department,183,4542,10,8/17/2000,9/24/2019,19,9/25/1959,65,0,Retire,3,15,28,17650.57,96.45120219,0
12020,TBD,CLASS,Support Staff,8,651,To Be Determined,4651,TBD  HR Department,190,3525,90,2/11/2002,11/10/2010,8,12/25/1959,65,0,Dismissal,11,17,23,23227.5,122.25,0
12021,TBD,PROF,Non-Teaching Prof,7,651,To Be Determined,4651,TBD  HR Department,190,3418,90,8/20/2004,8/30/2022,18,12/28/1978,46,1,Retire,3,31,19,69251.2,364.48,0
12022,TBD,PROF,Non-Teaching Prof,7,6,Green Sea Floyds High,4651,TBD  HR Department,220,3418,10,9/10/1997,8/1/2012,15,9/13/1944,80,1,Retire,3,34,27,75761.459,344.3702682,0
12023,TBD,PROF,Non-Teaching Prof,7,46,Forestbrook Elementary,4651,TBD  HR Department,190,3418,30,8/20/2003,9/15/2013,10,7/17/1974,50,1,Unknown,4,31,6,45779.243,240.9433842,0
12024,TBD,CLASS,Support Staff,8,374,Conway Area Bus,4651,TBD  HR Department,180,4138,60,4/13/2000,3/31/2014,14,2/10/1952,72,0,Retire,3,17,16,21367.5,118.7083333,0
12025,TBD,PROF,Non-Teaching Prof,7,651,To Be Determined,4651,TBD  HR Department,246,5663,90,8/22/2005,11/30/2018,13,5/6/1978,46,1,Unknown,4,34,26,96183.658,390.9904797,0
12026,TBD,CLASS,Support Staff,8,373,Carolina Forest Area Bus,4651,TBD  HR Department,180,4138,60,3/1/2006,12/18/2018,12,5/17/1954,70,0,Retire,3,16,13,19522.125,108.45625,0
12027,TBD,CLASS,Support Staff,8,101,Special Ed Multi-Schools,4651,TBD  HR Department,185,4138,70,8/28/2006,8/15/2012,6,3/18/1961,63,0,Moving,12,17,14,20757,112.2,0
12028,TBD,PROF,Non-Teaching Prof,7,29,Lakewood Elementary,4651,TBD  HR Department,190,3418,30,8/18/2006,8/5/2018,12,8/4/1958,66,1,Retire,3,31,22,64100.3,337.37,0
12029,TBD,PROF,Non-Teaching Prof,7,13,Whittemore Park Middle,4651,TBD  HR Department,190,3418,20,6/1/2007,2/28/2016,9,5/3/1954,70,1,Health Issues ,10,32,17,58157.637,306.0928263,0
12030,TBD,CLASS,Support Staff,8,651,To Be Determined,4651,TBD  HR Department,185,4633,90,2/1/2010,11/11/2013,3,6/3/1979,45,0,Dismissal,11,18,7,18142.95,98.07,0
12031,TBD,PROF,Non-Teaching Prof,7,13,Whittemore Park Middle,4651,TBD  HR Department,190,3418,20,9/18/2008,8/28/2012,4,6/22/1972,52,1,Dismissal,11,15,12,20368,107.2,0
12032,TBD,CLASS,Support Staff,8,651,To Be Determined,4651,TBD  HR Department,183,4643,90,9/21/2011,12/18/2017,6,4/3/1964,60,0,Dismissal,11,15,11,10070,55.0273224,0
12033,TBD,CLASS,Support Staff,8,30,St. James Elementary,4651,TBD  HR Department,185,4633,30,12/2/2011,8/12/2014,3,2/26/1989,35,0,Another Position in Education ,6,18,2,16705.5,90.3,0
12034,TBD,PROF,Non-Teaching Prof,7,6,Green Sea Floyds High,4651,TBD  HR Department,190,3418,10,8/12/2013,2/24/2015,2,8/10/1972,52,1,Health Issues ,10,31,13,52584.917,276.7627211,0
12035,TBD,PROF,Non-Teaching Prof,7,4,Conway High,4651,TBD  HR Department,190,3418,10,8/27/2020,8/9/2021,1,8/18/1971,53,1,Cert Issues,13,28,8,46572.8,245.12,0
12036,TECHNICIAN,I,Support Staff,8,651,To Be Determined,4651,TBD  HR Department,246,6022,90,6/24/2019,3/26/2023,4,11/9/1971,53,0,Health Issues ,10,110,10,43748.64,177.84,0
12037,UNASSIGNED,N/A,Non-Teaching Prof,7,651,To Be Determined,4651,TBD  HR Department,190,3873,90,7/1/2006,8/14/2011,5,9/13/1980,44,1,Unknown,4,28,5,37095.6,195.24,0
12038,CLERK,IV,Support Staff,8,100,District Office,8800,Technology - IS,240,1563,80,10/4/1977,4/25/2024,47,1/18/1946,78,0,Retire,3,20,28,39276,163.65,0
12039,CLERK,I,Support Staff,8,100,District Office,8800,Technology - IS,240,1549,80,12/3/1984,1/4/2016,32,9/26/1966,58,0,Retire,3,17,28,35329.536,147.2064,0
12040,CLERK,IV,Support Staff,8,100,District Office,8800,Technology - IS,240,1564,80,9/18/2007,12/31/2020,13,11/22/1970,54,0,Moving,12,20,8,27864,116.1,0
12041,CLERK,VI,Support Staff,8,100,District Office,8800,Technology - IS,240,5683,80,4/22/2008,4/25/2024,16,3/5/1975,49,0,Active,1,107,22,49068,204.45,1
12042,CLERK,I,Support Staff,8,100,District Office,8800,Technology - IS,240,1549,80,3/2/2015,3/1/2019,4,12/3/1957,67,0,Unknown,4,17,20,31315.2,130.48,0
12043,CLERK,VI,Support Staff,8,100,District Office,8800,Technology - IS,240,5683,80,7/22/2019,10/15/2020,1,9/22/1963,61,0,Family Reasons ,7,20,27,40050,166.875,0
12044,CLERK,IV,Support Staff,8,100,District Office,8800,Technology - IS,240,1564,80,10/3/2022,4/25/2024,2,8/23/1983,41,0,Active,1,105,12,37962,158.175,1
12045,COORD,INFOTECH,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1148,80,11/2/1992,1/31/2021,29,6/22/1954,70,1,Retire,3,33,31,101040.466,410.7336016,0
12046,COORD,SIS,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,4425,80,11/15/1999,4/25/2024,25,6/12/1967,57,1,Active,1,210,22,102296.64,415.84,1
12047,COORD,ENDUSERSUP,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1153,80,8/24/1978,6/30/2017,39,10/1/1955,69,1,Retire,3,204,28,86328.792,350.9300488,0
12048,COORD,ENDUSERSUP,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1153,80,8/18/2006,4/25/2024,18,2/13/1988,36,1,Active,1,210,11,82459.2,335.2,1
12049,COORD,TECH,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,4329,80,4/12/2010,4/25/2024,14,10/1/1968,56,1,Active,1,210,29,117371.52,477.12,1
12050,COORD,NETWORKENG,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,5761,80,9/18/2020,4/25/2024,4,3/19/1960,64,1,Active,1,210,27,112825.44,458.64,1
12051,DIRECT,INFOTECH,District Admins,6,100,District Office,8800,Technology - IS,246,5737,80,8/18/1997,4/25/2024,27,9/13/1959,65,1,Active,1,306,24,146852.16,596.96,1
12052,DIRECT,NETWORKSEC,District Admins,6,100,District Office,8800,Technology - IS,246,5735,80,7/27/1998,4/25/2024,26,3/18/1971,53,1,Active,1,306,18,130399.68,530.08,1
12053,DIRECT,INFOTECH,District Admins,6,100,District Office,8800,Technology - IS,246,5736,80,8/15/2011,4/25/2024,13,9/20/1982,42,1,Active,1,306,10,111290.4,452.4,1
12054,EXECDIR,INFOTECH,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1146,80,6/15/2011,12/29/2017,6,7/18/1962,62,1,Unknown,4,39,29,123202.277,500.8222642,0
12055,PROGSPEC,COMMINFRAS,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,5675,80,6/21/2010,4/25/2024,14,8/18/1992,32,1,Active,1,204,15,67896,276,1
12056,PROGSPEC,NETWORKENG,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,6385,80,10/1/2018,4/25/2024,6,7/13/1985,39,1,Active,1,204,21,76378.08,310.48,1
12057,PROGSPEC,APPLICDEVE,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,5762,80,1/25/2024,1/25/2024,0,3/13/1992,32,1,Unknown,4,204,9,60378.24,245.44,0
12058,SECRETARY,IV,Support Staff,8,100,District Office,8800,Technology - IS,240,1565,80,7/20/1998,3/14/2008,10,11/16/1971,53,0,Moving,12,22,16,34830,145.125,0
12059,SPECIALIST,IT,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,4049,80,5/16/2011,3/30/2018,7,4/24/1966,58,1,Another Position in Education ,6,27,29,80228.352,326.1315122,0
12060,SPECIALIST,IT,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,4049,80,10/1/2018,4/25/2024,6,6/12/1995,29,1,Active,1,115,9,55851.84,227.04,1
12061,SPECIALIST,IT,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,4049,80,2/1/2024,4/25/2024,0,8/8/1987,37,1,Active,1,115,18,66616.8,270.8,1
12062,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,8/20/1997,4/25/2024,27,6/7/1961,63,1,Active,1,115,30,88598.872,360.1580163,1
12063,TECHNICIAN,IV,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,2696,80,8/23/2004,1/13/2011,7,9/4/1981,43,1,Unknown,4,204,6,53239.32,216.42,0
12064,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,4050,80,3/28/2005,4/25/2024,19,5/11/1987,37,0,Active,1,110,11,46170,192.375,1
12065,TECHNICIAN,IV,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,2696,80,2/25/1998,3/8/2024,26,3/8/1962,62,1,Retire,3,118,30,99207.762,403.2835854,0
12066,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,7/5/1999,8/28/2006,7,1/24/1979,45,1,Unknown,4,27,8,48024.201,195.2203293,0
12067,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,8/24/2001,4/25/2024,23,8/9/1967,57,1,Active,1,115,30,84269.76,342.56,1
12068,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,2/21/2000,6/30/2017,17,1/24/1952,72,1,Retire,3,27,26,75611.983,307.3657846,0
12069,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,8/18/1997,4/25/2024,27,12/11/1970,54,1,Active,1,115,30,84269.76,342.56,1
12070,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,10/21/2002,6/30/2017,15,5/31/1955,69,1,Retire,3,27,27,77112.986,313.4674228,0
12071,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,8/12/2004,4/25/2024,20,11/20/1973,51,1,Active,1,115,22,72028.8,292.8,1
12072,TECHNICIAN,I,Support Staff,8,100,District Office,8800,Technology - IS,240,6383,80,2/11/2002,4/25/2024,22,3/8/1979,45,0,Active,1,110,14,48636,202.65,1
12073,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,1151,80,6/28/2004,7/29/2007,3,12/31/1980,44,1,Another Position in Education ,6,27,8,49613.801,201.6821179,0
12074,TECHNICIAN,IV,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,6387,80,8/20/1997,4/25/2024,27,9/3/1971,53,1,Active,1,118,30,97573.44,396.64,1
12075,TECHNICIAN,III,Non-Teaching Prof,7,100,District Office,8800,Technology - IS,246,4361,80,3/1/2004,4/25/2024,20,4/19/1970,54,1,Active,1,115,25,76397.76,310.56,1
